Winner,Welo,Belo,turncount,PawnAdv10,KnightAdv10,BishopAdv10,RookAdv10,QueenAdv10,PawnAdv20,KnightAdv20,BishopAdv20,RookAdv20,QueenAdv20,PawnAdv30,KnightAdv30,BishopAdv30,RookAdv30,QueenAdv30,PawnAdv,KnightAdv,BishopAdv,RookAdv,QueenAdv,nool
W,2830,2702,98,0,0,0,0,0,-1,0,0,0,0,-1,-1,-1,0,0,26,-2,0,0,1,
W,2830,2596,104,0,0,0,0,0,-5,-9,8,0,0,-5,-19,18,0,0,-27,-70,72,1,0,
D,2830,2702,113,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,-12,-79,78,-2,-1,
W,2830,0,55,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,1,0,-1,1,
W,2830,2702,63,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,2,30,-30,0,0,
W,2830,2041,79,1,0,0,0,0,1,0,0,0,0,0,10,-9,0,0,-1,5,26,-15,1,
D,2830,0,73,0,0,0,0,0,0,-3,2,0,0,-6,-13,12,0,0,-51,-28,-5,35,0,
W,2830,0,67,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,-36,-39,16,22,0,
W,2830,2303,111,0,0,0,0,0,2,0,0,0,0,2,7,-7,0,0,25,6,-8,1,-1,
W,2830,0,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,-6,7,0,0,
W,2827,2797,81,-3,0,0,0,0,-5,10,-9,0,1,-5,20,-19,0,1,-44,48,-34,-1,1,
W,2827,2195,81,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,31,-29,0,0,
W,2827,2211,77,0,-1,0,0,0,0,-11,10,0,0,-1,-21,20,0,0,-1,-69,66,-2,1,
W,2827,2628,61,0,0,0,0,0,0,4,-5,0,0,0,14,-15,0,0,-1,45,-46,0,0,
W,2827,2432,51,-1,0,0,0,0,-4,-1,1,0,0,-6,-1,1,0,0,-4,-1,1,0,-1,
W,2827,2676,47,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,10,0,-13,1,0,
W,2827,2643,51,0,0,0,0,0,-7,0,-1,0,1,-9,0,-1,0,1,-9,-30,18,0,1,
W,2827,2313,103,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,-28,6,18,1,-1,
D,2827,2749,86,-3,0,0,0,0,-6,0,0,0,0,-6,1,0,0,1,15,0,-6,2,0,
D,2827,0,105,0,0,0,0,0,3,-1,0,0,0,4,-1,0,0,0,11,0,18,-18,0,
W,2827,2722,69,0,0,0,0,0,-1,0,0,0,0,-1,0,-1,0,0,-26,8,-11,15,-1,
W,2827,2365,73,0,0,0,0,0,1,0,0,0,0,12,0,-3,0,0,46,10,-13,-1,-1,
W,2827,2000,89,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,-41,26,2,-1,1,
B,2827,2797,94,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,2,-8,10,-2,0,
D,2827,2712,81,-2,0,0,0,0,-12,-1,0,0,0,-12,0,0,0,0,-7,0,-47,-48,47,
D,2827,2797,54,-3,0,0,0,0,-5,10,-9,0,1,-5,20,-19,0,1,-6,44,-43,0,1,
W,2827,0,47,0,0,0,0,0,999,999,999,999,999,999,999,999,999,999,0,0,0,0,0,
D,2827,2585,85,0,0,0,0,0,2,-7,6,0,0,5,-17,16,0,1,5,-51,84,-34,1,
D,2827,0,68,0,0,0,0,0,999,999,999,999,999,999,999,999,999,999,0,0,0,0,0,
W,2825,2690,117,-1,0,0,0,0,-3,0,0,0,0,-4,-5,4,0,0,73,-40,40,1,-1,
W,2825,0,62,0,0,0,0,0,0,0,0,0,0,-1,2,0,0,0,-13,27,9,-7,0,
W,2825,0,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,-1,-1,0,0,
B,2825,2515,116,0,1,0,0,0,-4,1,0,0,0,-4,1,-1,0,0,-19,-82,81,-1,1,
D,2825,2710,43,0,0,0,0,0,2,0,-1,0,0,10,10,-11,1,0,24,22,-24,2,0,
D,2825,2580,78,-1,0,0,0,0,-1,0,0,0,0,-2,0,0,0,0,-24,-1,-6,3,-1,
W,2825,0,59,-1,0,0,0,0,-1,-5,4,0,0,-1,-11,11,0,0,3,-11,11,1,0,
W,2825,2740,69,-1,0,0,0,0,-1,-1,0,0,0,-2,9,-9,0,0,26,48,-53,1,0,
W,2825,1960,44,-1,0,0,0,0,-1,2,-1,0,0,-1,12,-11,0,0,1,25,-19,0,0,
D,2825,2790,61,-1,0,0,0,0,-1,0,0,0,0,-1,0,-1,0,0,30,-27,-23,24,1,
W,2825,2595,81,0,0,0,0,0,0,0,-1,0,0,0,-6,3,0,0,17,-16,12,-2,0,
W,2825,0,43,-3,0,0,0,0,-8,0,0,0,0,-6,4,-3,0,0,14,28,-28,0,0,
W,2825,2740,71,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,4,-1,2,-4,
W,2825,2690,107,0,0,0,0,0,0,10,-9,0,0,0,15,-15,0,0,10,14,-27,0,1,
W,2825,2515,111,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,-14,-50,68,0,1,
W,2825,2515,67,0,0,0,0,0,0,-5,4,0,0,0,-15,14,0,0,23,-19,19,1,-1,
D,2825,2740,143,0,0,0,0,0,-1,0,0,0,0,-6,-7,6,0,0,59,-95,24,-67,64,
W,2825,2740,139,-1,0,0,0,0,-1,0,0,0,0,-1,-1,0,0,0,34,-63,24,-41,39,
W,2825,0,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,18,6,-18,0,
B,2825,2470,88,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,-5,6,29,-36,0,
W,2825,0,77,0,0,0,0,0,0,-3,2,0,0,0,-13,12,0,0,19,-22,13,-11,7,
W,2825,2130,51,0,0,0,0,0,-1,0,0,0,0,-1,1,0,0,0,-8,-11,15,0,-1,
W,2825,0,65,0,0,0,0,0,0,0,0,0,0,-8,0,4,0,0,-165,16,40,0,0,
D,2825,2615,49,-1,0,0,0,0,-1,-1,0,0,0,1,-1,0,0,0,4,-1,0,0,-1,
W,2825,0,61,1,0,0,0,0,1,0,1,0,0,1,-1,1,0,0,4,-3,-5,1,5,
W,2825,2610,81,-1,0,0,0,0,-1,0,0,0,0,-1,-1,0,0,0,-29,-43,6,32,1,
W,2825,0,71,0,0,0,0,0,0,-5,4,0,0,0,-15,14,0,0,-1,-57,55,-2,1,
W,2825,1680,69,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,5,-6,26,-18,0,
W,2825,0,67,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,28,-5,8,0,1,
W,2825,2565,97,0,-1,0,0,0,0,-11,10,0,0,-1,-21,20,0,0,-18,-87,104,0,-1,
W,2825,2740,77,-1,0,0,0,0,-1,0,0,0,0,-4,-14,12,0,0,7,-58,54,2,0,
W,2825,0,73,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,8,-8,9,-1,0,
W,2825,0,65,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,15,-48,32,0,0,
W,2825,1670,65,0,6,-5,0,0,0,13,-11,0,0,0,13,-11,0,0,0,13,-11,0,0,
W,2825,2740,73,-1,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,-2,-76,74,1,-1,
W,2825,2485,60,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,15,13,-11,-1,0,
W,2825,0,51,0,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,1,0,1,-1,0,
D,2825,2740,49,-1,0,0,0,0,-1,0,0,0,0,-10,0,1,0,0,-37,-1,1,0,0,
D,2825,2740,70,-1,0,0,0,0,-1,-3,2,0,-1,-1,-13,12,0,-1,-5,-60,59,-1,-1,
W,2825,0,75,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,20,-3,-30,34,-1,
D,2825,2595,105,-1,1,0,0,0,-1,1,0,0,0,-1,1,0,0,0,0,0,-2,2,-1,
W,2825,0,55,0,0,0,0,0,-1,0,0,0,0,-2,0,0,0,0,0,-1,0,0,0,
W,2825,1730,53,1,0,0,0,0,10,0,0,0,0,15,-1,0,0,0,-1,-19,17,1,0,
W,2825,2540,76,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,-6,-28,36,0,
W,2825,2660,119,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,36,-1,2,2,0,
W,2825,0,63,-1,0,0,0,0,-1,0,0,0,0,0,0,0,1,0,24,-10,12,14,1,
W,2825,2515,81,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,42,24,-23,1,-1,
W,2825,0,103,0,0,0,0,0,0,0,0,0,0,0,-1,2,0,0,35,24,-25,4,1,
B,2825,0,132,1,0,0,0,0,9,0,0,0,0,19,0,0,0,0,48,-86,96,1,1,
W,2825,0,81,8,0,0,0,0,8,0,0,0,0,8,-1,0,0,0,18,-12,16,-4,-1,
W,2825,2580,67,0,0,0,0,0,-1,0,0,0,0,-1,-5,4,0,0,-27,-65,34,30,-1,
D,2825,0,113,0,0,0,0,0,-1,-1,0,0,0,-2,-1,0,0,0,-5,-1,-1,0,1,
W,2825,2690,81,-1,0,0,0,0,-1,4,-2,0,0,7,14,-12,0,-1,53,40,-38,2,-1,
D,2825,2690,128,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,-10,10,-1,-1,
W,2825,1970,79,0,0,0,0,0,0,-3,4,0,0,0,-12,14,0,0,-32,-61,62,-2,0,
W,2825,2740,81,0,0,0,0,0,-1,0,0,0,0,-6,0,0,0,0,-59,-14,15,-6,0,
W,2825,2470,125,0,0,0,0,0,0,0,0,0,0,-1,-1,0,0,0,11,16,-16,-1,2,
W,2825,0,75,0,0,0,0,0,1,10,-9,0,0,15,21,-11,0,1,81,22,28,9,7,
D,2825,2740,43,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,
W,2825,0,57,0,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,27,0,17,0,1,
D,2825,2515,166,0,0,0,0,0,0,0,0,0,0,-1,-1,1,0,0,27,-56,2,56,1,
B,2825,2740,100,0,0,0,0,0,-1,0,0,0,0,-1,-1,0,0,0,-58,-2,-9,11,-1,
W,2825,2540,93,1,0,0,0,0,1,-1,-1,0,0,1,-1,-1,0,-1,9,-35,32,2,-1,
W,2825,2540,41,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,2,0,1,0,0,
D,2825,2790,103,0,-1,0,0,0,0,-11,10,0,0,0,-21,20,0,0,-1,-22,23,0,1,
W,2825,1880,69,0,0,0,0,0,1,0,0,0,0,3,0,1,0,0,41,17,-15,1,1,
W,2825,1830,47,-1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,12,-10,17,1,0,
W,2825,0,71,-1,0,0,0,0,-1,0,0,0,0,-1,-1,1,0,0,26,-21,20,0,0,
W,2825,0,105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3,-69,68,0,0,
W,2825,1690,89,1,0,0,0,0,1,0,0,0,0,3,8,-6,0,0,136,12,-8,-1,-1,
W,2825,0,59,1,0,0,0,0,1,0,0,0,0,1,0,-1,0,0,3,27,-29,1,0,
W,2825,0,99,0,4,-3,0,0,0,14,-13,0,0,1,24,-23,0,0,44,42,-42,-2,0,
D,2825,2740,108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,2,1,1,
W,2825,0,77,-1,0,0,0,0,-1,-5,4,0,0,-1,-11,11,0,0,-17,-25,8,17,1,
W,2825,0,95,1,0,0,0,0,1,0,0,0,1,1,-1,0,0,1,8,-57,56,-3,1,
W,2825,2660,79,0,0,0,0,0,0,0,-1,0,0,0,0,-1,0,0,30,-19,16,-1,0,
W,2825,2515,99,0,0,0,0,0,5,-1,0,0,0,15,-1,0,0,0,97,12,-15,2,1,
B,2825,0,108,0,4,-3,0,0,0,14,-13,0,0,0,24,-22,0,0,8,58,-58,11,-11,
W,2825,1790,123,0,0,0,0,0,0,0,0,0,0,0,2,-3,0,0,17,54,-58,-12,0,
W,2825,2595,87,-1,1,0,0,0,-1,1,0,0,0,-1,0,3,0,0,31,-57,60,0,-1,
W,2825,0,41,2,0,0,0,0,3,-1,0,0,0,4,-1,0,0,0,4,0,1,0,0,
D,2825,2770,46,-1,0,0,0,0,-1,2,-1,0,0,5,11,-11,0,0,16,27,-27,0,0,
W,2825,2770,69,-1,0,0,0,0,-1,-1,0,0,0,0,-1,0,0,0,0,-1,2,-1,0,
D,2820,0,58,0,0,0,0,0,-1,0,0,0,0,-4,1,0,0,0,-23,1,1,1,0,
W,2820,2670,63,0,-1,0,0,0,1,-11,10,0,0,1,-21,20,0,0,-11,-47,53,0,-1,
W,2820,0,55,-1,0,0,0,0,-5,0,0,0,0,-5,-1,0,0,0,10,8,-8,0,0,
W,2820,2460,107,-1,0,0,0,0,-1,0,0,0,0,-1,-1,0,0,0,16,-34,35,-1,1,
D,2820,2495,47,0,0,0,0,0,0,4,-5,0,0,-1,7,-9,0,0,-2,8,-9,0,-3,
W,2820,2565,51,-3,0,0,0,0,-4,0,0,0,0,-4,-2,0,0,0,-11,-2,1,0,0,
W,2820,2450,75,0,-1,0,0,0,1,-11,10,0,0,-6,-15,15,0,1,31,24,-27,2,1,
W,2820,2550,75,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,46,-50,12,6,3,
W,2820,2575,53,-1,0,0,0,0,-1,0,0,0,0,3,0,2,0,0,37,-11,14,0,0,
W,2820,2350,85,0,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-3,-1,7,-8,0,
D,2820,2595,77,-1,0,0,0,0,-1,0,0,0,0,-2,-1,0,0,0,-19,-11,-15,7,5,
D,2820,2625,120,0,0,0,0,0,1,0,0,0,0,1,-1,0,0,0,28,-22,0,2,1,
W,2820,2630,59,-3,0,0,0,0,-4,0,0,0,0,-14,0,0,0,0,-31,-9,0,0,0,
W,2820,2230,43,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,-1,0,1,0,0,
D,2820,2770,69,2,0,0,0,0,3,1,0,0,0,3,1,1,0,-1,-22,-27,28,-2,-1,
D,2820,0,100,0,1,0,0,0,-1,1,0,0,0,-2,1,0,0,0,6,2,-36,35,1,
W,2820,2635,61,-1,0,0,0,0,-1,1,0,0,0,-8,7,0,0,-1,-79,30,10,1,-1,
W,2817,0,59,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,29,9,-11,0,1,
W,2817,0,87,0,0,0,0,0,-1,0,0,0,0,-1,-2,0,0,0,35,-2,1,1,1,
W,2817,0,64,0,4,-3,0,0,0,14,-13,0,0,-1,15,-15,0,0,0,15,-15,1,0,
W,2817,0,13,-1,0,0,0,0,999,999,999,999,999,999,999,999,999,999,-1,0,0,0,0,
W,2817,0,45,0,0,0,0,0,0,0,0,0,0,0,-3,2,0,0,9,-16,15,0,0,
W,2817,0,57,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,43,-7,23,0,0,
W,2817,2651,65,-1,0,0,0,0,-1,-1,0,0,0,-1,-1,0,0,0,10,0,-1,-6,0,
W,2817,0,56,0,0,0,0,0,1,0,0,0,0,1,-3,4,0,0,0,-29,30,0,0,
W,2817,0,57,-1,0,0,0,0,-12,-5,4,0,0,-21,-16,14,0,0,-13,-16,48,-9,17,
W,2817,0,55,0,0,0,0,0,-1,1,0,0,0,-1,1,0,0,0,19,22,-1,0,0,
D,2817,2675,132,0,0,0,0,0,0,0,0,0,0,-2,0,0,0,0,-10,-8,12,0,1,
W,2817,0,91,0,0,0,0,0,0,0,0,0,0,1,-5,4,0,0,-1,-34,33,2,-1,
W,2817,1992,40,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,-8,11,1,0,
W,2817,0,47,0,2,-1,0,0,11,12,-11,0,0,21,22,-21,0,0,38,39,-35,-2,0,
W,2817,0,67,0,0,0,0,0,6,0,0,0,0,15,0,0,0,0,67,6,9,-3,-1,
W,2817,2081,61,0,4,-3,0,0,0,14,-13,0,0,0,24,-22,0,0,34,58,-53,-1,-1,
W,2817,0,73,0,0,0,0,0,0,-1,0,0,0,0,-1,0,0,0,-14,-1,9,2,0,
W,2817,1907,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,-18,17,0,0,
W,2817,1965,57,5,-5,2,0,0,5,-15,12,0,0,5,-25,22,0,0,19,-52,49,0,0,
D,2817,2731,90,0,0,0,0,0,-1,2,-1,0,0,-1,7,-7,0,0,-2,6,-7,-1,0,
W,2815,2665,53,-3,0,0,0,0,-5,0,0,0,0,-5,1,0,0,0,11,1,-14,0,0,
W,2815,0,57,1,0,0,0,0,1,1,0,0,0,11,1,-6,8,0,51,-2,-33,42,1,
D,2815,2780,34,0,0,0,0,0,4,0,0,0,0,10,3,-5,0,0,14,7,-9,0,0,
W,2815,2615,91,-3,0,0,0,0,-5,0,0,0,0,-5,-9,10,0,0,-38,24,35,0,0,
W,2815,2665,127,1,0,0,0,0,1,0,1,0,0,2,0,1,0,0,74,4,-2,-2,0,
W,2815,0,109,0,0,0,0,0,-1,0,1,0,0,-1,0,1,0,0,64,14,2,2,6,
D,2815,2655,113,-5,0,0,0,0,-9,0,0,0,0,-18,-3,2,1,0,-90,-49,46,1,-1,
D,2815,2780,89,3,0,0,0,0,3,2,-3,0,0,3,12,-9,-3,0,21,71,-67,-6,1,
W,2815,2780,73,0,0,0,0,0,-1,0,0,0,0,-2,0,0,0,0,25,22,0,-20,0,
B,2815,2780,44,-1,0,0,0,0,0,2,-1,0,0,0,2,-3,0,0,0,2,-3,0,0,
B,2815,0,120,-1,0,0,0,0,-1,0,0,0,0,-1,1,0,0,0,-54,1,0,0,1,
B,2815,0,94,-2,0,0,0,0,-2,0,0,0,0,-2,-1,0,0,0,-31,51,-12,-42,1,
W,2815,2545,120,0,0,0,0,0,0,-5,4,0,0,0,-15,14,0,0,38,-48,48,0,0,
W,2815,0,93,-1,0,0,0,0,-7,1,0,0,0,-17,11,-9,0,0,34,16,-50,34,2,
D,2815,2780,84,-1,0,0,0,0,-2,1,0,0,0,-2,0,0,0,0,3,0,1,-2,-1,
W,2815,0,45,0,6,-5,0,0,0,16,-15,0,0,1,27,-25,0,0,11,42,-41,0,0,
B,2815,2265,52,1,0,0,0,0,1,0,0,0,0,1,-7,8,0,0,-15,-21,31,0,0,
W,2815,2780,123,0,-1,0,0,0,0,-11,10,0,0,1,-21,20,0,1,41,-38,40,1,1,
D,2815,2720,47,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,1,-1,-9,9,-2,1,
W,2815,2780,81,1,0,0,0,0,1,0,0,0,1,1,2,-1,0,1,8,6,-2,0,1,
W,2815,0,79,0,0,0,0,0,0,0,0,0,0,-1,-1,0,0,0,46,-24,20,-3,1,
W,2815,0,99,0,0,0,0,0,0,-3,2,0,0,0,-13,12,0,0,1,-75,74,0,1,
W,2815,0,99,0,0,0,0,0,1,-1,0,0,0,2,0,0,0,0,80,0,0,1,1,
W,2815,0,37,2,0,0,0,0,16,3,1,0,8,36,3,1,0,18,53,3,1,0,25,
W,2815,2020,75,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,4,10,-33,26,1,
W,2815,2665,70,0,-1,0,0,0,0,-11,10,0,0,-1,-13,13,0,0,-70,27,13,2,1,
W,2815,2150,65,0,0,0,0,0,0,0,0,0,0,-2,0,0,0,0,13,-18,-2,-10,0,
D,2815,2655,56,0,-1,0,0,0,1,-11,10,0,0,-6,-15,15,0,1,-9,-15,16,1,1,
B,2815,2645,59,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,3,16,-16,1,0,
W,2815,2655,141,0,0,0,0,0,0,0,0,0,0,-1,0,1,0,0,-5,-26,26,2,1,
D,2815,2780,131,0,0,0,0,0,-3,-3,5,0,0,-3,-3,5,0,0,-167,92,-89,-2,-1,
D,2815,2205,76,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,1,-28,39,11,-11,
W,2815,2780,53,-1,0,0,0,0,-1,0,0,0,0,-9,0,0,0,0,-67,11,0,-4,5,
W,2815,0,57,0,0,0,0,0,0,0,0,0,0,0,-9,8,0,0,2,-35,35,0,0,
W,2815,2695,59,-3,0,0,0,0,-2,0,0,0,0,-2,-1,0,0,0,10,-25,23,0,0,
W,2815,0,39,0,0,0,0,0,8,-9,10,0,0,16,-20,20,0,0,10,-24,29,-2,-1,
W,2815,2655,51,0,-1,0,0,0,-1,-11,10,0,0,-3,-13,13,0,-1,-15,-2,4,7,-1,
W,2815,0,65,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-17,4,14,0,0,
W,2815,0,93,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,1,10,0,11,1,
D,2815,2780,78,0,0,0,0,0,-1,0,0,0,0,-1,-1,-1,0,0,9,-1,-4,1,0,
W,2815,0,64,-2,0,0,0,0,-2,0,0,0,0,-2,-1,0,0,0,0,-24,31,2,-1,
B,2815,2780,88,-1,0,0,0,0,-1,0,-1,0,0,-1,1,-1,0,0,-8,1,-1,2,0,
W,2815,2780,121,0,-1,0,0,0,0,-11,10,0,0,1,-21,20,0,1,-53,-94,134,1,1,
W,2813,2726,79,-1,0,0,0,0,-5,0,0,0,0,-4,0,0,0,0,-63,84,-10,-36,-1,
D,2813,2651,152,3,0,0,0,0,3,0,0,0,0,4,-1,0,0,0,-3,-52,0,53,0,
D,2813,2743,119,-1,0,0,0,0,-2,0,0,0,0,-2,0,0,0,0,-58,-121,122,-1,1,
W,2813,2728,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,-35,34,4,0,
D,2813,2743,107,0,0,0,0,0,-1,-1,0,0,0,-11,-1,0,0,0,-29,48,-48,1,1,
D,2813,2670,121,-3,0,0,0,0,-5,0,0,0,0,-8,-5,4,0,0,12,-52,52,-9,-2,
D,2813,2581,132,0,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,26,-11,11,0,1,
B,2813,2710,112,0,-1,0,0,0,-1,-11,10,0,0,-2,-21,20,0,0,-66,-50,48,-3,0,
D,2813,2740,59,0,-1,0,0,0,1,-11,10,0,0,-8,-13,20,-3,0,-33,-6,54,-38,0,
D,2813,2743,93,-3,0,0,0,0,-5,0,0,0,0,-5,1,0,0,0,-34,-40,46,-1,1,
W,2813,2743,77,0,0,0,0,0,-1,-7,8,0,0,0,-17,18,0,0,2,-82,82,0,0,
W,2813,2715,95,-1,0,0,0,0,-1,0,-1,0,0,1,-1,-1,0,0,-13,-2,-1,-2,-1,
W,2813,2698,117,0,0,0,0,0,-9,0,0,0,0,-18,-1,0,0,0,-229,80,-14,14,-1,
W,2813,2735,113,-5,0,0,0,0,-9,0,0,0,0,-9,0,0,0,0,17,-57,56,1,1,
D,2813,2743,61,-3,0,0,0,0,-14,0,0,0,-1,-18,1,0,0,-1,-27,0,-3,0,-1,
D,2813,2743,131,0,0,0,0,0,0,-7,8,0,0,-2,-17,18,0,0,-30,-70,71,1,1,
B,2813,2743,126,-3,0,0,0,0,-5,0,0,0,0,-5,1,0,0,0,-42,67,-10,-64,2,
W,2813,2743,99,0,0,0,0,0,-1,0,0,0,0,-2,-7,8,0,0,-60,-77,59,-24,19,
D,2813,2758,104,0,0,0,0,0,-3,0,0,0,0,-4,-1,0,0,0,31,-10,11,1,-1,
D,2812,2781,57,-8,0,0,0,0,-18,0,0,0,0,-33,-7,8,0,0,-77,-31,32,1,1,
W,2812,0,61,0,6,-5,0,0,1,16,-15,0,0,3,26,-25,0,0,33,6,-8,0,0,
W,2812,2784,65,0,0,0,0,0,0,-1,0,0,0,8,-8,0,3,0,40,-43,35,2,0,
D,2812,2694,95,-1,0,0,0,0,-1,1,0,0,0,0,-8,8,0,0,-4,-20,21,1,1,
W,2812,2175,89,0,0,0,0,0,0,-1,0,0,0,0,-1,-1,0,0,-4,-1,-1,0,-1,
W,2812,0,67,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,-2,0,2,0,0,
D,2812,2636,90,1,0,0,0,0,1,1,0,0,-3,-6,1,0,0,-3,-107,1,1,3,-3,
W,2812,2147,63,-3,0,0,0,0,-3,-1,0,0,-1,-3,-1,0,0,-1,-18,-2,0,-1,-1,
D,2812,2668,106,0,0,0,0,0,1,1,0,0,0,2,1,0,0,0,1,12,-11,0,0,
W,2812,0,63,0,0,0,0,0,2,0,0,0,0,2,2,-1,0,0,1,36,-20,-1,0,
W,2812,2595,71,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,-14,-26,25,1,-1,
W,2812,2624,97,-5,0,0,0,0,-9,0,0,0,0,-9,0,0,0,0,24,-6,6,0,0,
W,2812,0,61,-1,0,0,0,0,-1,0,0,0,0,-2,0,0,-1,0,23,-5,6,0,0,
D,2812,2710,98,0,-1,0,0,0,0,-11,10,0,0,1,-21,20,0,0,60,-21,22,0,-1,
W,2812,2710,85,0,-1,0,0,0,0,-11,10,0,0,1,-21,20,0,0,47,-75,75,0,1,
W,2812,0,43,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,-3,2,0,0,0,
D,2812,2751,40,1,0,0,0,0,1,0,0,0,1,1,0,0,0,1,1,-1,0,0,1,
W,2812,2542,93,2,0,0,0,0,0,0,0,0,1,-10,6,-6,0,1,53,17,-16,1,1,
D,2812,2784,43,-5,0,0,0,0,-6,0,0,0,0,-11,0,0,0,0,-18,8,-8,0,0,
W,2812,0,27,-1,0,0,0,0,2,1,0,0,0,999,999,999,999,999,9,1,0,0,0,
W,2812,0,52,0,0,0,0,0,5,-1,0,0,0,15,-1,-1,0,0,36,-2,-1,0,0,
W,2812,0,47,1,0,0,0,0,1,0,0,0,0,5,1,0,0,0,19,-5,0,5,0,
W,2812,2609,81,-3,0,0,0,0,-2,1,0,0,0,8,1,0,0,0,32,1,7,1,-1,
B,2812,2490,108,0,0,0,0,0,0,-9,8,0,0,0,-18,18,0,0,-17,-34,35,2,0,
W,2812,2245,65,0,0,0,0,0,1,0,0,0,0,1,0,-1,0,0,3,-10,10,0,1,
W,2812,2723,109,0,0,0,0,0,1,0,0,0,0,2,1,0,0,0,22,32,-30,-1,-1,
W,2812,2716,129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,-1,2,0,1,
D,2812,2714,43,1,0,0,0,0,1,0,0,0,0,2,0,0,0,0,-3,1,1,0,0,
W,2812,2697,79,0,0,0,0,0,0,-3,2,0,0,-1,-13,12,0,0,30,-68,18,1,0,
W,2812,0,83,0,0,0,0,0,0,0,0,0,0,7,0,1,1,0,56,3,0,1,-1,
W,2812,2700,87,0,0,0,0,0,0,0,-1,0,0,-1,0,-1,0,0,-2,-10,16,-43,13,
D,2812,2751,72,-1,0,0,0,0,0,-3,2,0,0,0,-13,12,0,0,-39,-60,61,0,-1,
D,2812,2713,62,0,0,0,0,0,0,0,0,0,0,-2,0,0,0,0,-1,0,0,0,-1,
W,2812,2716,61,-1,1,0,0,0,-1,1,0,0,0,-4,-6,6,0,0,-5,-37,36,1,0,
D,2812,2751,48,-1,0,0,0,0,-1,-1,0,0,0,0,-1,0,0,0,-11,0,20,0,0,
W,2812,2713,61,-1,0,0,0,0,-2,0,0,0,0,-15,-5,0,4,0,-53,-5,-30,35,0,
D,2812,2700,136,0,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-90,27,-2,2,0,
W,2812,2710,93,0,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,44,-16,4,5,0,
W,2812,2610,123,0,0,0,0,0,0,-5,4,0,0,1,-15,14,0,0,-118,-2,68,-11,10,
W,2812,2714,71,-5,0,0,0,0,-6,0,0,0,0,-7,0,0,0,0,-7,-10,9,-2,-1,
W,2812,2120,58,0,0,0,0,0,0,0,2,0,0,-2,0,2,0,0,10,0,2,-1,0,
